version,Name,God_Class,Lazy_Class,Complex_Class,Large_Class,Refused_Request,Data_Class,Feature_Envy,Brain_Class,Hub_Like_Dependency,Class_Cyclic_Dependency,Unhealthy_Inheritance_Hierarchy,Long_Method,Long_Parameter_List,Shotgun_Surgery,Brain_Method,Unstable_Dependency,Package_Cyclic_Dependency,Total,Distinct_Count,Vulnerability
6.0.0,com.android.server.LocationManagerService.UpdateRecord,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,7,3,
6.0.0,android.content.pm.PackageManagerInternal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.internal.content.PackageMonitor,0,0,1,1,1,0,1,0,0,0,0,7,10,2,0,1,0,24,8,
6.0.0,com.android.internal.location.ProviderProperties,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
6.0.0,com.android.internal.location.ProviderRequest,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5,3,
6.0.0,com.android.server.location.ActivityRecognitionProxy,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,2,
6.0.0,com.android.server.location.FlpHardwareProvider,0,0,0,1,0,0,1,0,0,0,0,13,13,0,0,0,0,28,4,
6.0.0,com.android.server.location.FusedProxy,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,2,
6.0.0,com.android.server.location.GeocoderProxy,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,10,3,
6.0.0,com.android.server.location.GeofenceManager,0,0,1,1,0,0,1,0,0,1,0,13,13,0,0,0,0,30,6,
6.0.0,com.android.server.location.GeofenceProxy,0,0,0,0,0,0,1,0,0,0,0,5,6,0,0,0,0,12,3,
6.0.0,com.android.server.location.GpsLocationProvider,1,0,1,1,0,0,1,0,0,1,0,47,57,1,0,0,0,110,8,
6.0.0,com.android.server.location.GpsMeasurementsProvider,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,com.android.server.location.GpsNavigationMessageProvider,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,3,
6.0.0,com.android.server.location.LocationBlacklist,0,0,0,0,0,1,0,0,0,1,0,5,9,0,0,0,0,16,4,
6.0.0,com.android.server.location.LocationFudger,0,0,0,0,0,1,1,0,0,0,0,8,13,0,0,0,0,23,4,
6.0.0,com.android.server.location.LocationProviderProxy,0,0,0,1,0,1,1,0,0,0,0,9,11,0,0,0,0,23,5,
6.0.0,com.android.server.location.LocationRequestStatistics,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,5,3,
6.0.0,com.android.server.location.LocationRequestStatistics.PackageProviderKey,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,com.android.server.location.LocationRequestStatistics.PackageStatistics,0,0,0,0,0,1,0,0,0,1,0,5,8,0,0,0,0,15,4,
6.0.0,com.android.server.location.MockProvider,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,12,4,
6.0.0,com.android.server.location.PassiveProvider,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,6,4,
6.0.0,android.app.AppOpsManager,0,0,0,1,0,0,1,0,0,0,0,24,40,2,0,2,0,70,6,
6.0.0,android.app.PendingIntent,0,0,0,1,0,0,0,0,0,0,0,19,31,5,0,2,0,58,5,
6.0.0,android.content.ContentResolver,1,0,1,1,0,0,1,0,0,0,0,73,76,13,0,5,0,171,8,
6.0.0,android.content.pm.ApplicationInfo,0,0,1,1,1,0,1,0,0,0,0,7,25,2,0,0,0,38,7,
6.0.0,android.content.pm.PackageInfo,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,7,3,
6.0.0,android.content.pm.PackageManager,0,0,1,1,0,1,0,0,0,0,0,9,55,17,0,0,0,84,6,
6.0.0,android.content.pm.PackageManager.NameNotFoundException,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,
6.0.0,android.content.pm.ResolveInfo,0,0,0,1,0,1,0,0,0,0,1,9,11,3,0,0,0,26,6,
6.0.0,android.content.pm.Signature,0,0,0,0,0,1,1,0,0,0,0,11,12,0,0,0,0,25,4,
6.0.0,android.content.pm.UserInfo,0,0,0,0,0,1,0,0,0,0,0,4,13,4,0,0,0,22,4,
6.0.0,android.database.ContentObserver,0,0,0,0,0,1,1,0,0,0,0,3,8,2,0,1,0,16,6,
6.0.0,android.hardware.location.ActivityRecognitionHardware,0,0,0,1,0,1,1,0,0,0,0,8,8,0,0,0,0,19,5,
6.0.0,android.location.Address,0,0,0,1,0,0,1,0,0,0,0,6,5,0,0,0,0,13,4,
6.0.0,android.location.Criteria,0,0,0,1,0,1,1,0,0,0,0,12,14,0,0,0,0,29,5,
6.0.0,android.location.GeocoderParams,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,android.location.Geofence,0,0,0,0,0,1,0,0,0,0,0,6,10,0,0,0,0,17,3,
6.0.0,android.location.Location,0,0,1,1,0,0,1,0,0,0,0,15,43,4,0,0,0,65,6,
6.0.0,android.location.LocationManager,0,0,0,1,0,0,1,0,1,1,1,43,46,2,0,0,0,96,8,
6.0.0,android.location.LocationProvider,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,android.location.LocationRequest,0,0,0,1,0,0,1,0,0,0,0,11,26,0,0,0,0,39,4,
6.0.0,android.os.PowerManager,0,0,0,1,0,0,1,0,0,0,0,17,23,1,0,0,1,44,6,
6.0.0,android.os.UserHandle,0,0,0,1,0,1,1,0,0,0,0,10,22,10,0,0,1,46,7,
6.0.0,android.os.UserManager,0,0,0,1,0,0,0,0,0,0,0,40,44,7,0,0,1,93,5,
6.0.0,android.provider.Settings,0,0,1,1,0,1,0,0,0,0,0,7,7,0,0,1,0,18,6,
6.0.0,com.android.server.LocalServices,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,5,3,
6.0.0,android.os.HandlerThread,0,0,0,0,0,1,0,0,0,0,0,4,5,4,0,0,1,15,5,
6.0.0,android.provider.Settings.Secure,0,0,0,1,1,0,1,0,0,0,0,12,27,9,0,1,0,52,7,
6.0.0,com.android.server.ServiceWatcher,0,0,1,1,0,0,1,0,0,0,0,10,14,0,0,0,0,27,5,
6.0.0,android.content.pm.PackageItemInfo,0,0,0,0,0,1,0,0,0,0,1,8,10,3,0,0,0,23,5,
6.0.0,android.os.BaseBundle,0,0,0,1,0,0,0,0,0,0,1,32,73,19,0,0,1,127,6,
6.0.0,android.content.pm.ComponentInfo,0,0,0,0,0,1,0,0,0,0,0,6,9,1,0,0,0,17,4,
6.0.0,com.android.server.location.RemoteListenerHelper,0,0,0,1,0,0,1,0,1,0,0,8,14,0,0,0,0,25,5,
6.0.0,android.os.PowerManager.WakeLock,0,0,0,0,0,1,0,0,0,0,0,7,12,5,0,0,1,26,5,
6.0.0,android.app.PendingIntent.CanceledException,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,3,
6.0.0,android.app.AppOpsManager.OnOpChangedInternalListener,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,
6.0.0,android.net.wifi.p2p.WifiP2pGroupList,0,0,0,0,0,1,0,0,0,0,0,8,7,0,0,0,0,16,3,
6.0.0,android.util.LruCache,0,0,0,0,0,1,1,0,0,0,0,16,20,5,0,0,1,44,6,
6.0.0,android.net.wifi.p2p.WifiP2pGroup,0,0,1,1,0,1,0,0,0,0,0,5,12,0,0,0,0,20,5,
6.0.0,android.net.wifi.p2p.WifiP2pDevice,0,0,0,1,0,1,0,0,0,0,0,7,12,0,0,0,0,21,4,
6.0.0,com.android.test.hwui.TransparentListActivity,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,3,
6.0.0,com.android.test.hwui.TransparentListActivity.SimpleListAdapter,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,3,
6.0.0,android.util.DisplayMetrics,0,0,0,0,0,1,0,0,0,0,0,3,7,1,0,0,1,13,5,
6.0.0,android.widget.ArrayAdapter,0,0,0,1,1,0,1,0,0,0,0,11,23,3,0,0,0,40,6,
6.0.0,android.widget.ListView,1,0,1,1,0,0,1,0,0,0,0,83,97,4,1,0,0,189,8,
6.0.0,android.view.Window,0,0,1,1,0,0,1,0,0,0,1,17,61,15,0,0,0,97,7,
6.0.0,android.view.animation.ClipRectAnimation,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,6,3,
6.0.0,android.graphics.Rect,0,0,0,1,0,0,0,0,0,0,0,22,39,22,0,1,0,85,5,
6.0.0,android.text.StaticLayoutBidiTest,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,3,0,13,4,
6.0.0,android.text.Layout,1,0,1,1,0,0,1,0,1,0,1,37,64,11,0,3,0,121,10,
6.0.0,android.text.AndroidBidi,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,0,9,5,
6.0.0,android.renderscript.Program,0,0,0,1,0,1,1,0,0,0,0,6,7,1,0,0,0,17,6,
6.0.0,android.renderscript.Program.BaseProgramBuilder,0,0,0,0,0,1,0,0,1,0,0,5,7,0,0,0,0,14,4,
6.0.0,android.renderscript.BaseObj,0,0,0,0,0,1,0,0,0,0,0,7,7,2,0,0,0,17,4,
6.0.0,android.renderscript.Type,0,0,1,1,1,1,1,0,0,0,0,6,15,3,0,0,0,29,8,
6.0.0,android.renderscript.Element,0,0,1,1,1,0,1,0,0,0,0,80,83,10,0,0,0,177,7,
6.0.0,android.renderscript.RenderScript,0,0,0,1,0,0,1,0,0,0,1,25,128,6,0,0,0,162,6,
6.0.0,android.renderscript.Allocation,1,0,1,1,1,0,1,0,0,0,1,61,109,6,0,0,0,182,9,
6.0.0,android.renderscript.Sampler,0,0,0,1,1,1,1,0,0,0,0,9,10,0,0,0,0,23,6,
6.0.0,android.content.res.Resources.NotFoundException,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,5,4,
6.0.0,android.renderscript.RSIllegalArgumentException,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,
6.0.0,android.util.MapCollections,0,0,0,1,0,1,1,0,1,1,0,9,13,2,0,0,1,30,9,
6.0.0,android.util.MapCollections.ArrayIterator,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,5,4,
6.0.0,android.util.MapCollections.ArrayIterator.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.EntrySet,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,6,3,
6.0.0,android.util.MapCollections.EntrySet.toArray.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.K,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.KeySet,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,5,4,
6.0.0,android.util.MapCollections.KeySet.toArray.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.MapIterator,0,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,1,12,4,
6.0.0,android.util.MapCollections.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.ValuesCollection,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,6,3,
6.0.0,android.util.MapCollections.ValuesCollection.toArray.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.containsAllHelper.K,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.containsAllHelper.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.equalsSetHelper.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.removeAllHelper.K,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.removeAllHelper.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.retainAllHelper.K,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.retainAllHelper.V,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.MapCollections.toArrayHelper.T,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,com.android.server.VibratorService,0,0,0,1,0,0,1,0,0,1,0,17,18,0,0,0,0,38,5,
6.0.0,com.android.server.VibratorService.SettingsObserver,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.server.VibratorService.VibrateThread,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,2,
6.0.0,com.android.server.VibratorService.Vibration,0,0,0,0,0,1,0,0,0,1,0,3,5,0,0,0,0,10,4,
6.0.0,com.android.server.VibratorService.VibrationInfo,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,android.hardware.input.InputManager,0,0,1,1,0,0,1,0,1,0,0,31,32,1,0,0,0,68,7,
6.0.0,android.os.PowerManagerInternal,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,7,4,
6.0.0,android.os.ServiceManager,0,0,0,0,0,1,0,0,0,0,0,7,6,2,0,0,1,17,5,
6.0.0,android.os.Vibrator,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,9,3,
6.0.0,android.provider.Settings.SettingNotFoundException,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,
6.0.0,android.provider.Settings.System,0,0,0,1,1,0,0,0,0,0,0,10,29,4,0,1,0,46,6,
6.0.0,android.test.ActivityInstrumentationTestCase2.T,0,1,0,0,0,0,0,0,0,0,0,,,,,1,0,2,2,
6.0.0,android.test.ActivityTestCase,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,5,3,
6.0.0,android.app.Instrumentation,0,0,0,1,0,0,1,0,0,0,1,44,60,7,0,2,0,116,7,
6.0.0,android.database.sqlite.SQLiteBindOrColumnIndexOutOfRangeException,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,android.database.sqlite.SQLiteException,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,5,4,
6.0.0,com.android.tools.layoutlib.create.dataclass.ClassWithNative,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,3,
6.0.0,com.android.tools.layoutlib.create.DelegateClassAdapterTest,0,0,0,1,0,1,0,0,0,0,1,5,4,0,0,0,0,12,5,
6.0.0,com.android.systemui.statusbar.NotificationViewWrapper,0,0,0,0,0,1,1,0,0,1,1,1,3,0,0,0,0,8,6,
6.0.0,com.android.systemui.statusbar.NotificationBigMediaNarrowViewWrapper,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.systemui.statusbar.NotificationMediaViewWrapper,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,
6.0.0,com.android.systemui.statusbar.NotificationTemplateViewWrapper,0,0,0,1,1,0,1,0,0,0,0,12,15,0,0,0,0,30,5,
6.0.0,com.android.systemui.statusbar.NotificationCustomViewWrapper,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,3,
6.0.0,android.util.Xml.XmlSerializerFactory,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,2,2,
6.0.0,android.util.XmlPullAttributes,0,0,0,0,0,1,0,0,0,0,0,2,11,2,0,0,1,17,5,
6.0.0,com.android.server.pm.PackageDexOptimizer,0,0,1,0,0,0,0,0,0,0,0,6,7,0,1,0,0,15,4,
6.0.0,android.content.pm.PackageParser,1,0,1,1,0,0,1,0,0,0,1,61,67,1,1,0,0,135,9,
6.0.0,android.util.ArraySet,0,0,1,1,0,0,1,0,0,0,0,23,28,10,0,0,1,65,7,
6.0.0,com.android.server.pm.PackageManagerService,1,0,1,1,0,0,1,0,0,1,1,309,337,4,6,0,0,662,10,2
6.0.0,android.content.pm.PackageParser.Package,0,0,1,0,0,1,1,0,0,0,0,4,10,0,0,0,0,17,5,
6.0.0,com.android.server.pm.InstructionSets,0,0,0,0,0,1,0,0,0,0,0,6,8,0,0,0,0,15,3,
6.0.0,com.android.server.pm.Installer,0,0,0,1,1,0,0,0,1,0,0,27,34,1,0,0,0,65,6,
6.0.0,android.graphics.ColorFilter,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,
6.0.0,com.android.internal.widget.ActionBarView,0,0,1,1,0,0,1,0,0,0,0,31,28,0,0,1,0,63,6,
6.0.0,com.android.internal.widget.ActionBarView.ExpandedActionViewMenuPresenter,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,1,0,11,5,
6.0.0,com.android.internal.widget.ActionBarView.HomeView,0,0,0,1,0,1,1,0,0,0,1,6,8,0,0,1,0,19,7,
6.0.0,com.android.internal.widget.ActionBarView.SavedState,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,
6.0.0,android.animation.LayoutTransition,0,0,1,1,0,0,1,0,1,0,0,28,33,0,0,0,0,65,6,
6.0.0,android.app.ActionBar,0,0,0,1,0,1,0,0,1,0,0,3,2,0,0,2,0,10,6,
6.0.0,android.graphics.drawable.Drawable,0,0,1,1,0,0,1,0,0,0,1,22,65,34,0,1,0,126,8,
6.0.0,android.view.Gravity,0,0,1,1,0,1,0,0,0,0,0,3,9,1,0,0,0,16,6,
6.0.0,android.view.accessibility.AccessibilityEvent,0,0,1,1,0,0,1,0,0,0,0,12,23,4,0,1,0,43,7,
6.0.0,android.widget.ActionMenuPresenter,0,0,1,1,1,0,1,0,0,0,1,19,29,0,0,0,0,53,7,
6.0.0,android.widget.ActionMenuView,0,0,1,1,0,0,1,0,0,0,0,11,15,0,0,0,0,29,5,
6.0.0,android.widget.AdapterView,0,0,1,1,0,0,1,0,0,0,1,24,39,9,0,0,0,76,7,
6.0.0,android.widget.FrameLayout,0,0,1,1,0,1,1,0,0,0,0,5,15,3,0,0,0,27,7,
6.0.0,android.widget.ImageView,0,0,1,1,0,0,1,0,0,0,1,42,46,7,0,0,0,99,7,
6.0.0,android.widget.ProgressBar,1,0,1,1,0,0,1,0,1,0,1,46,54,4,0,0,0,110,9,
6.0.0,android.widget.Spinner,0,0,0,1,0,0,1,0,0,0,1,18,18,1,0,0,0,40,6,
6.0.0,com.android.internal.view.menu.ActionMenuItem,0,0,0,1,0,0,1,0,0,0,0,2,8,0,0,0,0,12,4,
6.0.0,com.android.internal.view.menu.MenuBuilder,0,0,0,1,0,0,1,0,0,0,1,39,70,3,0,0,0,115,6,
6.0.0,com.android.internal.view.menu.MenuItemImpl,0,0,0,1,0,0,1,0,1,0,0,25,48,0,0,0,0,76,5,
6.0.0,com.android.internal.view.menu.SubMenuBuilder,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,6,3,
6.0.0,com.android.internal.widget.AbsActionBarView,0,0,0,1,0,1,1,0,0,0,0,12,12,0,0,1,0,28,6,
6.0.0,com.android.internal.widget.ActionBarContextView,0,0,1,1,0,0,1,0,0,0,1,15,19,0,0,1,0,39,7,
6.0.0,com.android.internal.widget.ScrollingTabContainerView,0,0,0,1,0,0,1,0,0,0,0,18,18,0,0,1,0,39,5,
6.0.0,android.view.ViewGroup.LayoutParams,0,0,0,0,0,1,0,0,0,0,0,2,7,1,0,0,0,11,4,
6.0.0,android.app.ActionBar.LayoutParams,0,0,0,0,0,1,0,0,1,0,0,1,6,0,0,2,0,11,5,
6.0.0,android.widget.LinearLayout.LayoutParams,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,10,3,
6.0.0,android.graphics.drawable.Drawable.ConstantState,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1,0,9,4,
6.0.0,com.android.internal.view.menu.BaseMenuPresenter,0,0,0,0,0,1,1,0,1,0,0,6,13,0,0,0,0,22,5,
6.0.0,android.widget.AbsSpinner,0,0,1,1,0,0,1,0,1,0,0,10,17,1,0,0,0,32,7,
6.0.0,android.view.ViewGroup.MarginLayoutParams,0,0,0,1,1,1,0,0,0,0,0,14,19,2,0,0,0,38,6,
6.0.0,android.view.AbsSavedState,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0,0,0,8,4,
6.0.0,android.widget.FrameLayout.LayoutParams,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,6,3,
6.0.0,android.view.accessibility.AccessibilityRecord,0,0,0,1,0,0,1,0,0,0,0,13,47,4,0,1,0,67,6,
6.0.0,android.view.View.BaseSavedState,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,7,3,
6.0.0,android.widget.gridview.GridSetSelectionBaseTest,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,7,4,
6.0.0,android.widget.gridview.GridSetSelectionBaseTest.T,0,1,0,0,0,0,0,0,0,0,0,,,,,1,0,2,2,
6.0.0,android.test.ActivityInstrumentationTestCase,0,0,0,0,0,1,1,0,0,0,0,2,5,3,0,1,0,13,6,
6.0.0,android.test.ViewAsserts,0,0,0,0,0,1,0,0,0,0,0,18,18,0,0,1,0,38,4,
6.0.0,android.widget.GridView,1,0,1,1,0,0,1,0,1,0,1,50,54,1,1,0,0,112,10,
6.0.0,com.android.documentsui.RootsLoader,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,7,3,
6.0.0,android.content.AsyncTaskLoader,0,0,0,1,0,1,0,0,1,0,0,8,10,0,0,5,0,26,6,
6.0.0,com.android.documentsui.BaseActivity.State,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,
6.0.0,com.android.documentsui.model.RootInfo,0,0,0,1,0,1,0,0,0,0,0,10,18,0,0,2,0,32,5,
6.0.0,com.android.documentsui.BaseActivity,0,0,1,1,0,0,1,0,0,0,0,15,18,2,0,0,0,38,6,
6.0.0,android.content.Loader.ForceLoadContentObserver,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,8,4,
6.0.0,com.android.documentsui.RootsCache,0,0,1,1,0,1,1,0,1,0,0,12,13,0,0,0,0,30,7,
6.0.0,android.util.FloatMath,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,4,3,
6.0.0,com.android.ims.ImsReasonInfo,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,2,
6.0.0,android.security.keystore.KeyStoreConnectException,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,com.android.multidexlegacytestapp.manymethods.Big079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
6.0.0,javax.obex.ServerOperation,0,0,1,1,0,0,1,1,0,1,0,14,12,0,1,0,0,32,8,
6.0.0,javax.obex.ServerRequestHandler,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,6,4,
6.0.0,javax.obex.ServerSession,0,0,1,1,1,0,0,0,0,1,0,11,11,0,0,0,0,26,6,
6.0.0,javax.obex.PrivateInputStream,0,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0,13,3,
6.0.0,javax.obex.PrivateOutputStream,0,0,0,0,0,1,0,0,0,0,0,5,8,0,0,0,0,14,3,
6.0.0,javax.obex.HeaderSet,0,0,1,1,0,0,0,0,0,0,0,6,5,2,0,0,0,15,5,
6.0.0,javax.obex.ObexPacket,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,2,
6.0.0,javax.obex.ObexHelper,0,0,1,1,0,0,0,0,0,0,0,12,14,1,0,0,0,29,5,
6.0.0,javax.obex.ResponseCodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.0.0,javax.obex.ObexSession,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,6,4,
6.0.0,android.widget.DayPickerView,0,0,0,1,0,1,1,0,0,0,0,6,20,0,0,0,0,29,5,
6.0.0,com.android.internal.widget.ViewPager,1,0,1,1,0,0,1,0,0,1,1,58,62,0,1,1,0,128,10,1
6.0.0,android.content.res.ColorStateList,0,0,0,1,0,0,1,0,0,0,0,15,21,3,0,1,0,42,6,
6.0.0,android.util.MathUtils,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,1,26,4,
6.0.0,android.view.accessibility.AccessibilityManager,0,0,0,0,0,1,1,0,0,0,0,18,22,3,0,1,0,46,6,
6.0.0,android.widget.DayPickerPagerAdapter,0,0,0,1,1,1,1,0,0,0,0,7,13,0,0,0,0,24,6,
6.0.0,android.widget.ImageButton,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,2,
6.0.0,android.widget.SimpleMonthView,0,0,1,1,0,0,1,0,0,0,1,21,33,0,0,0,0,58,6,
6.0.0,android.widget.CalendarView,0,0,0,1,0,1,0,0,1,0,0,2,9,0,0,0,0,14,5,
6.0.0,com.android.tools.layoutlib.java.IntegralToString,0,0,1,1,0,0,0,0,0,0,0,14,12,0,0,0,0,28,4,
6.0.0,android.content.DefaultDataHandler,0,0,1,0,0,1,1,0,0,0,0,3,5,0,0,5,0,16,6,
6.0.0,android.content.ContentValues,0,0,0,1,0,0,0,0,0,0,0,10,32,4,0,5,0,52,5,
6.0.0,android.net.PskKeyManager,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,
6.0.0,com.android.server.location.LocationBasedCountryDetectorTest,0,0,0,1,0,1,0,0,0,1,1,9,4,0,0,0,0,17,6,
6.0.0,com.android.server.location.LocationBasedCountryDetectorTest.CountryListenerImpl,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,3,
6.0.0,com.android.server.location.LocationBasedCountryDetectorTest.TestCountryDetector,0,0,0,0,0,1,1,0,0,1,0,6,9,0,0,0,0,18,5,
6.0.0,android.location.Country,0,0,0,0,0,1,0,0,0,0,0,4,10,1,0,0,0,16,4,
6.0.0,android.test.AndroidTestCase,0,0,0,0,1,1,1,0,0,0,0,4,8,3,0,1,0,19,7,
6.0.0,com.android.server.location.CountryDetectorBase,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,2,
6.0.0,com.android.server.location.LocationBasedCountryDetector,0,0,0,0,1,1,1,0,1,0,0,8,10,0,0,0,0,22,6,
6.0.0,com.android.layoutlib.bridge.android.BridgeXmlBlockParser,0,0,1,1,0,0,1,0,0,0,1,11,26,1,0,0,0,42,7,
6.0.0,com.android.layoutlib.bridge.impl.ParserFactory,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,10,3,
6.0.0,android.util.BridgeXmlPullAttributes,0,0,0,1,0,1,1,0,0,0,0,12,16,0,0,0,1,32,6,
6.0.0,com.android.layoutlib.bridge.android.BridgeContext,1,0,1,1,1,0,1,0,0,0,1,27,35,1,0,0,0,69,9,
6.0.0,androidx.media.filterfw.samples.simplecamera.AverageFilter,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,
6.0.0,androidx.media.filterfw.Filter,0,0,0,1,0,0,1,0,0,0,0,18,35,3,0,0,0,58,5,
6.0.0,androidx.media.filterfw.MffContext,0,0,0,1,0,0,1,0,0,0,0,17,19,0,0,0,0,38,4,
6.0.0,androidx.media.filterfw.OutputPort,0,0,0,0,0,1,1,0,0,0,0,2,9,2,0,0,0,15,5,
6.0.0,androidx.media.filterfw.Signature,0,0,0,0,0,1,0,0,0,0,0,5,14,4,0,0,0,24,4,
